codigo,latitude,longitude,municipio,uf,bolsapib,rural,analfabetismo,saneamentoruim
3203601,"1427,0048","-2044,5873",mucurici,ES,"16,06","36,52","19,87","48,63"
3203700,"1310,0171","-2309,7781",muniz freire,ES,"12,81","52,87","14,69","71,06"
3203809,"1314,9074","-2368,1488",muqui,ES,"11,22","35,34","11,48","50,80"
3203908,"1420,1769","-2121,9029",nova venecia,ES,"5,37","33,02","11,38","43,00"
3204005,"1385,4338","-2169,9356",pancas,ES,"22,41","53,13","17,56","64,87"
3204054,"1475,7129","-2067,22",pedro canario,ES,"13,49","7,32","18,05","48,90"
3204104,"1457,0062","-2087,1859",pinheiros,ES,"7,14","21,67","17,21","27,99"
3204203,"1375,1271","-2361,6388",piuma,ES,"7,32","3,72","7,61","33,96"
3204252,"1424,8614","-2071,1816",ponto belo,ES,"18,90","19,93","21,69","33,02"
3204302,"1341,274","-2393,5188",presidente kennedy,ES,"1,69","66,65","17,11","70,16"
3204351,"1438,0761","-2183,8646",rio bananal,ES,"7,33","61,28","13,27","68,98"
3204401,"1360,1922","-2358,227",rio novo do sul,ES,"0,48","47,50","9,03","57,68"
3204500,"1405,9314","-2282,8606",santa leopoldina,ES,"8,04","78,64","13,34","91,76"
3204559,"1378,7439","-2276,3475",santa maria de jetiba,ES,"1,56","65,48","10,92","80,05"
3204609,"1398,1758","-2254,2904",santa teresa,ES,"6,46","46,08","9,85","51,88"
3204658,"1412,0429","-2169,4761",sao domingos do norte,ES,"9,43","57,04","12,11","61,91"
3204708,"1419,5528","-2150,7398",sao gabriel da palha,ES,"3,48","23,65","10,57","38,59"
3204807,"1282,2731","-2370,7128",sao jose do calcado,ES,"9,87","19,77","12,35","36,13"
3204906,"1472,5112","-2131,6165",sao mateus,ES,"7,33","22,46","9,77","41,63"
3204955,"1394,9355","-2236,1122",sao roque do canaa,ES,"3,73","50,47","9,73","62,24"
3205002,"1430,748","-2285,4841",serra,ES,"1,58","0,69","5,55","17,48"
3205010,"1456,3873","-2167,156",sooretama,ES,"6,95","29,23","14,59","57,67"
3205036,"1352,874","-2338,0963",vargem alta,ES,"4,61","64,86","11,30","84,41"
3205069,"1341,246","-2305,8386",venda nova do imigrante,ES,"3,37","27,57","8,51","44,26"
3205101,"1406,1629","-2314,4814",viana,ES,"3,82","8,26","7,00","34,53"
3205150,"1409,9479","-2111,4894",vila pavao,ES,"7,46","65,43","14,23","75,40"
3205176,"1438,0868","-2153,728",vila valerio,ES,"4,86","63,54","14,07","71,34"
3205200,"1426,9576","-2313,8553",vila velha,ES,"1,75","0,49","3,57","14,23"
3205309,"1430,7189","-2304,5762",vitoria,ES,"0,47","0,00","2,98","2,55"
3300100,"991,04676","-2579,941",angra dos reis,RJ,"1,06","3,67","5,14","23,08"
3300159,"1227,0726","-2442,2199",aperibe,RJ,"4,82","13,07","10,60","23,93"
3300209,"1201,081","-2564,8966",araruama,RJ,"5,25","4,93","7,42","40,52"
3300225,"1120,434","-2500,1279",areal,RJ,"2,49","13,13","7,29","66,89"
3300233,"1236,0615","-2570,0818",armacao de buzios,RJ,"1,17","0,00","4,56","28,35"
3300258,"1212,2787","-2584,6715",arraial do cabo,RJ,"3,02","0,00","4,55","32,54"
3300308,"1037,6434","-2515,871",barra do pirai,RJ,"2,14","2,98","4,48","35,66"
3300407,"1008,8041","-2522,9158",barra mansa,RJ,"1,78","0,91","3,96","24,02"
3300456,"1090,2615","-2553,5701",belford roxo,RJ,"8,47","0,00","4,97","39,76"
3300506,"1197,7884","-2501,9399",bom jardim,RJ,"2,94","39,74","10,74","58,04"
3300605,"1278,183","-2386,2687",bom jesus do itabapoana,RJ,"4,19","15,49","9,86","22,82"
3300704,"1225,6618","-2561,8122",cabo frio,RJ,"1,80","24,56","5,02","36,48"
3300803,"1158,5566","-2534,595",cachoeiras de macacu,RJ,"3,88","13,50","9,31","45,20"
3300902,"1251,0919","-2426,4363",cambuci,RJ,"5,74","23,84","12,69","48,05"
3300936,"1271,8936","-2507,4018",carapebus,RJ,"1,54","21,09","8,54","61,77"
3300951,"1108,1275","-2477,6259",comendador levy gasparian,RJ,"0,03","3,89","7,36","22,42"
3301009,"1301,4899","-2458,7223",campos dos goytaca,RJ,"0,10","9,71","6,85","49,74"
3301108,"1204,5698","-2464,9638",cantagalo,RJ,"1,44","29,29","9,46","36,02"
3301157,"1293,4185","-2432,9747",cardoso moreira,RJ,"4,47","30,50","15,20","49,50"
3301207,"1180,1028","-2466,8837",carmo,RJ,"0,03","22,74","9,91","29,69"
3301306,"1218,7519","-2535,4403",casimiro de abreu,RJ,"1,01","19,31","6,99","28,58"
3301405,"1252,8442","-2498,8769",conceicao de macabu,RJ,"6,28","13,55","9,73","76,88"
3301504,"1202,1351","-2486,2237",cordeiro,RJ,"3,93","2,78","5,84","18,88"
3301603,"1186,082","-2484,7754",duas barras,RJ,"3,56","29,22","11,73","73,08"
3301702,"1098,9766","-2543,2261",duque de caxias,RJ,"1,88","0,34","4,99","44,31"
3301801,"1065,1544","-2528,0274",engenheiro paulo de frontin,RJ,"5,02","28,06","5,78","71,21"
3301850,"1133,7757","-2540,3239",guapimirim,RJ,"6,72","3,37","7,51","56,92"
3301876,"1208,1104","-2573,8209",iguaba grande,RJ,"3,97","0,00","4,29","25,10"
3301900,"1143,5501","-2559,8466",itaborai,RJ,"5,78","1,19","6,59","79,02"
3302007,"1043,1314","-2566,1009",itaguai,RJ,"1,91","4,48","5,44","32,99"
3302056,"1278,5958","-2420,4844",italva,RJ,"5,39","27,17","11,06","32,07"
3302106,"1231,7026","-2451,0872",itaocara,RJ,"4,83","24,34","11,05","30,94"
3302205,"1255,4343","-2395,9846",itaperuna,RJ,"3,02","7,80","7,62","16,03"
3302254,"968,65272","-2512,7445",itatiaia,RJ,"2,11","3,37","5,83","16,43"
3302270,"1067,3344","-2544,275",japeri,RJ,"13,99","0,00","7,09","44,15"
3302304,"1230,2273","-2397,0124",laje do muriae,RJ,"8,56","24,71","13,76","38,25"
3302403,"1237,1598","-2518,1326",macae,RJ,"0,78","1,87","4,27","29,58"
3302452,"1209,5072","-2482,988",macuco,RJ,"3,10","12,83","7,92","9,62"
3302502,"1118,2573","-2542,4936",mage,RJ,"8,88","5,32","5,92","69,18"
3302601,"1024,9013","-2576,997",mangaratiba,RJ,"1,77","11,89","4,10","51,39"
3302700,"1146,0215","-2578,7437",marica,RJ,"3,90","1,55","4,53","87,10"
3302809,"1053,8174","-2528,7633",mendes,RJ,"4,68","1,30","5,47","56,69"
3302858,"1082,2648","-2560,9825",mesquita,RJ,"5,42","0,00","3,45","13,15"
3302908,"1082,6875","-2527,9695",miguel pereira,RJ,"4,07","12,75","6,80","60,23"
3303005,"1227,3692","-2413,1991",miracema,RJ,"6,76","7,83","10,79","18,69"
3303104,"1253,2335","-2375,0733",natividade,RJ,"4,43","20,13","11,23","28,93"
3303203,"1084,1705","-2563,5193",nilopolis,RJ,"4,13","0,00","2,15","10,10"
3303302,"1121,713","-2576,9872",niteroi,RJ,"1,11","0,00","2,28","10,21"
3303401,"1183,5254","-2514,3276",nova friburgo,RJ,"1,32","12,47","5,03","31,16"
3303500,"1077,8407","-2548,083",nova iguacu,RJ,"4,62","1,09","4,64","35,31"
3303609,"1055,4387","-2539,0573",paracambi,RJ,"5,56","11,46","5,46","38,17"
3303708,"1101,9511","-2492,9916",paraiba do sul,RJ,"3,51","12,00","6,06","21,71"
3303807,"956,45126","-2592,7771",parati,RJ,"2,15","26,23","8,28","56,24"
3303856,"1090,2811","-2512,712",paty do alferes,RJ,"7,25","29,49","12,30","56,25"
3303906,"1115,5216","-2518,1436",petropolis,RJ,"1,78","4,94","3,97","47,96"
3303955,"1027,9374","-2528,2286",pinheiral,RJ,"6,11","10,16","5,30","16,85"
3304003,"1037,0005","-2539,1649",pirai,RJ,"0,93","20,82","7,19","28,50"
3304102,"1250,682","-2359,5742",porciuncula,RJ,"5,86","21,79","11,51","30,54"
3304110,"995,12869","-2514,7476",porto real,RJ,"0,18","0,57","6,33","9,86"
3304128,"1004,9094","-2505,6812",quatis,RJ,"2,40","5,97","6,74","26,11"
3304144,"1069,0344","-2551,6486",queimados,RJ,"7,48","0,00","5,68","29,30"
3304151,"1294,4392","-2498,7708",quissama,RJ,"0,55","35,80","8,84","30,79"
3304201,"978,58879","-2513,6714",resende,RJ,"0,46","6,21","4,21","7,40"
3304300,"1170,9972","-2560,3275",rio bonito,RJ,"3,52","25,73","7,89","51,24"
3304409,"1017,9819","-2554,5684",rio claro,RJ,"4,47","20,98","10,23","49,27"
3304508,"1078,1054","-2488,6576",rio das flores,RJ,"1,47","30,39","8,65","37,29"
3304524,"1239,2707","-2533,9302",rio das ostras,RJ,"0,49","5,46","3,73","44,13"
3304557,"1092,5094","-2579,491",rio de janeiro,RJ,"0,97","0,00","2,90","6,52"
3304607,"1247,0693","-2479,6798",santa maria madalena,RJ,"5,45","42,52","13,36","59,42"
3304706,"1221,8213","-2430,8918",santo antonio de padua,RJ,"2,05","23,38","9,25","26,82"
3304755,"1332,3082","-2423,8819",sao francisco de itabapoana,RJ,"8,77","49,00","18,75","96,75"
3304805,"1262,7196","-2445,8454",sao fidelis,RJ,"7,10","20,95","10,23","30,49"
3304904,"1128,5072","-2567,3169",sao goncalo,RJ,"3,87","0,07","3,58","31,96"
3305000,"1334,5605","-2465,6219",sao joao da barra,RJ,"0,98","21,54","9,84","66,37"
3305109,"1090,9863","-2560,011",sao joao de meriti,RJ,"5,28","0,00","3,38","12,59"
3305133,"1248,5806","-2411,9771",sao jose de uba,RJ,"5,71","55,76","14,71","56,10"
3305158,"1140,3946","-2494,2031",sao jose do vale do rio preto,RJ,"6,42","55,52","10,12","73,85"
3305208,"1218,1308","-2569,7642",sao pedro da aldeia,RJ,"5,21","6,52","6,17","23,79"
3305307,"1228,314","-2468,4682",sao sebastiao do alto,RJ,"7,13","48,15","14,49","61,15"
3305406,"1152,899","-2478,7354",sapucaia,RJ,"0,03","24,26","10,15","38,24"
3305505,"1176,9109","-2577,0107",saquarema,RJ,"4,57","5,09","6,26","74,59"
3305554,"1056,6926","-2554,6352",seropedica,RJ,"6,73","17,78","5,90","38,05"
3305604,"1190,4457","-2542,8865",silva jardim,RJ,"9,67","24,49","13,25","66,68"
3305703,"1168,2661","-2489,7998",sumidouro,RJ,"5,36","63,49","16,00","83,28"
3305752,"1156,3961","-2564,3322",tangua,RJ,"8,41","10,75","8,92","74,46"
3305802,"1145,3438","-2510,7932",teresopolis,RJ,"2,28","10,71","6,48","43,91"
3305901,"1220,7345","-2495,7609",trajano de morais,RJ,"9,60","53,54","14,54","78,49"
3306008,"1122,102","-2487,7279",tres rios,RJ,"2,53","2,93","5,47","19,59"
3306107,"1044,7697","-2494,7874",valenca,RJ,"4,67","13,39","6,00","33,80"
3306156,"1265,3875","-2359,1589",varre-sai,RJ,"8,63","38,89","11,60","55,33"
3306206,"1072,1989","-2511,5949",vassouras,RJ,"4,82","32,58","7,68","37,99"
3306305,"1019,1933","-2521,8879",volta redonda,RJ,"1,07","0,05","3,30","4,38"
3500105,"304,82006","-2389,8089",adamantina,SP,"1,36","5,47","6,35","5,59"
3500204,"451,00246","-2361,2335",adolfo,SP,"1,77","10,04","8,13","13,00"
3500303,"718,18894","-2455,7248",aguai,SP,"2,11","9,79","7,73","10,50"
3500402,"754,83379","-2442,2706",aguas da prata,SP,"0,98","10,72","6,08","18,39"
3500501,"760,90534","-2505,123",aguas de lindoia,SP,"0,21","0,90","5,96","9,41"
3500550,"486,29032","-2536,7289",aguas de santa barbara,SP,"1,61","23,96","5,14","29,34"
3500600,"629,46549","-2513,1111",aguas de sao pedro,SP,"0,19","0,00","1,45","19,80"
3500709,"503,00546","-2505,3248",agudos,SP,"1,71","4,43","5,21","6,49"
3500758,"625,82765","-2618,7255",alambari,SP,"2,07","24,82","6,57","43,93"
3500808,"269,00083","-2428,9275",alfredo marcondes,SP,"2,74","16,35","10,13","17,88"
3500907,"511,55512","-2279,1027",altair,SP,"1,57","20,79","10,20","21,22"
3501004,"687,34867","-2339,3091",altinopolis,SP,"2,53","12,63","6,16","12,84"
3501103,"394,24177","-2395,7347",alto alegre,SP,"2,70","21,16","8,56","21,67"
3501152,"685,82","-2619,6201",aluminio,SP,"0,29","16,13","4,58","21,62"
3501202,"426,12519","-2249,6856",alvares florence,SP,"2,44","32,05","9,22","32,29"
3501301,"256,34423","-2450,5106",alvares machado,SP,"5,03","9,91","6,99","15,91"
3501400,"440,21614","-2449,5683",alvaro de carvalho,SP,"0,73","36,52","8,84","10,08"
3501509,"436,52468","-2490,0484",alvinlandia,SP,"3,82","10,23","10,52","10,55"
3501608,"689,20252","-2529,5046",americana,SP,"0,28","0,47","2,75","3,01"
3501707,"617,34241","-2414,9279",americo brasiliense,SP,"0,12","0,76","6,89","1,19"
3501806,"442,04798","-2250,0794",americo de campos,SP,"8,51","16,09","7,79","14,68"
3501905,"739,63094","-2529,1459",amparo,SP,"0,55","21,29","4,70","16,71"
3502002,"652,07704","-2460,7781",analandia,SP,"1,58","20,61","6,61","24,17"
3502101,"277,92829","-2307,161",andradina,SP,"2,01","6,66","5,88","11,50"
3502200,"566,06011","-2603,8035",angatuba,SP,"1,66","28,17","6,67","25,14"
3502309,"597,95031","-2534,1534",anhembi,SP,"2,31","24,45","6,54","25,79"
3502408,"264,93214","-2476,1142",anhumas,SP,"7,18","18,16","7,87","17,85"
3502507,"898,40895","-2561,7487",aparecida,SP,"2,85","1,45","3,43","4,94"
3502606,"321,1397","-2268,3828",aparecida doeste,SP,"4,87","18,09","12,10","18,74"
3502705,"525,52859","-2711,8055",apiai,SP,"9,30","27,68","7,63","46,90"
3502754,"707,65609","-2609,7486",aracariguama,SP,"0,29","0,00","6,72","43,68"
3502804,"355,87162","-2339,5305",aracatuba,SP,"1,62","1,93","3,85","3,24"
3502903,"648,03733","-2619,1129",aracoiaba da serra,SP,"2,58","31,26","4,91","57,88"
3503000,"645,91681","-2240,4074",aramina,SP,"2,01","6,52","6,20","8,92"
3503109,"505,32179","-2572,7841",arandu,SP,"3,93","24,64","8,78","28,12"
3503158,"981,93872","-2539,8921",arapei,SP,"5,05","24,79","7,67","52,01"
3503208,"601,58459","-2422,0394",araraquara,SP,"1,03","2,84","3,62","2,37"
3503307,"687,50974","-2487,3684",araras,SP,"1,23","5,38","4,74","3,22"
3503356,"369,14794","-2412,2114",arco-iris,SP,"3,13","43,01","15,30","42,15"
3503406,"517,79738","-2450,7492",arealva,SP,"0,16","21,23","7,39","25,52"
3503505,"953,84949","-2538,1396",areias,SP,"5,21","32,95","8,44","36,69"
3503604,"549,56456","-2513,7125",areiopolis,SP,"2,52","11,14","10,34","3,44"
3503703,"542,06845","-2352,5697",ariranha,SP,"0,41","5,30","7,87","9,40"
3503802,"706,13071","-2512,1705",artur nogueira,SP,"1,79","9,46","5,55","12,56"
3503901,"784,80102","-2608,173",aruja,SP,"1,91","3,99","4,91","18,44"
3503950,"341,96724","-2236,0486",aspasia,SP,"2,59","30,51","12,47","29,59"
3504008,"367,99131","-2504,8205",assis,SP,"1,89","4,36","4,11","3,68"
3504107,"758,99179","-2577,4843",atibaia,SP,"1,02","8,98","4,92","32,94"
3504206,"356,40139","-2287,4307",auriflama,SP,"0,74","8,83","7,43","10,95"
3504305,"482,96051","-2461,9762",avai,SP,"5,27","32,85","7,86","34,13"
3504404,"420,0231","-2379,4931",avanhandava,SP,"4,62","15,45","7,69","6,32"
3504503,"523,07843","-2561,9712",avare,SP,"2,61","4,27","4,81","6,70"
3504602,"474,53054","-2322,3058",bady bassitt,SP,"1,42","6,46","3,90","7,92"
3504701,"482,1816","-2429,1897",balbinos,SP,"3,40","67,83","6,04","14,01"
3504800,"463,30621","-2297,2868",balsamo,SP,"1,03","8,41","7,58","9,33"
3504909,"992,16276","-2547,3841",bananal,SP,"6,77","20,21","8,07","24,13"
3505005,"451,92467","-2616,0558",barao de antonina,SP,"10,15","38,61","9,42","45,56"
3505104,"423,12811","-2360,7334",barbosa,SP,"6,30","15,44","9,95","13,99"
3505203,"544,99708","-2450,6331",bariri,SP,"0,80","5,12","5,85","5,56"
3505302,"561,63962","-2497,1156",barra bonita,SP,"1,34","2,10","5,58","2,09"
3505351,"498,26241","-2713,2851",barra do chapeu,SP,"23,69","70,56","12,26","76,51"
3505401,"562,95748","-2765,1859",barra do turvo,SP,"19,96","58,93","17,10","65,22"
3505500,"557,71363","-2278,4144",barretos,SP,"1,97","3,05","4,21","4,65"
3505609,"612,81095","-2360,2464",barrinha,SP,"5,55","1,11","8,41","2,49"
3505708,"727,24432","-2618,5564",barueri,SP,"0,31","0,00","4,04","4,87"
3505807,"336,32109","-2431,9083",bastos,SP,"1,29","13,88","6,85","13,48"
3505906,"668,43687","-2321,7721",batatais,SP,"1,82","11,56","4,98","4,59"
3506003,"502,28615","-2470,0213",bauru,SP,"1,28","1,67","3,09","2,66"
3506102,"570,84697","-2326,2493",bebedouro,SP,"0,92","4,71","4,86","4,62"
3506201,"325,52629","-2363,0581",bento de abreu,SP,"0,79","8,60","7,87","8,35"
3506300,"462,02149","-2555,0459",bernardino de campos,SP,"2,41","10,37","6,19","9,73"
3506359,"810,30728","-2650,6796",bertioga,SP,"2,10","1,63","5,46","27,35"
3506409,"364,94274","-2374,5465",bilac,SP,"2,69","8,04","7,76","8,70"
3506508,"378,69715","-2356,4285",birigui,SP,"1,37","2,98","4,50","3,87"
3506607,"813,74225","-2636,4186",biritiba-mirim,SP,"3,80","14,17","8,79","37,78"
3506706,"571,82844","-2436,9214",boa esperanca do sul,SP,"4,37","10,71","10,63","9,06"
3506805,"564,41652","-2455,6324",bocaina,SP,"1,97","7,86","6,37","7,70"
3506904,"585,14204","-2570,2813",bofete,SP,"3,01","36,24","8,12","36,88"
3507001,"646,90607","-2590,5221",boituva,SP,"0,84","5,93","4,92","15,66"
3507100,"769,75856","-2583,5051",bom jesus dos perdoes,SP,"2,57","11,83","6,34","13,16"
3507159,"490,73235","-2698,7966",bom sucesso de itarare,SP,"9,26","31,95","11,33","37,23"
3507209,"360,54844","-2465,0069",bora,SP,"0,74","22,11","9,58","21,75"
3507308,"537,41273","-2461,8503",boraceia,SP,"0,70","10,33","7,62","10,90"
3507407,"510,16001","-2398,7686",borborema,SP,"3,71","9,87","8,16","11,31"
3507456,"514,52744","-2517,7898",borebi,SP,"4,01","12,78","9,18","13,56"
3507506,"567,56355","-2540,0466",botucatu,SP,"0,74","3,65","4,11","5,97"
3507605,"763,21198","-2557,0641",braganca paulista,SP,"1,39","3,06","4,39","16,09"
3507704,"379,12394","-2388,7935",brauna,SP,"2,73","12,57","8,97","14,17"
3507753,"393,56652","-2347,3556",brejo alegre,SP,"0,16","17,99","11,25","17,63"
3507803,"662,09553","-2341,7804",brodosqui,SP,"2,53","2,42","4,14","4,41"
3507902,"609,85605","-2475,9787",brotas,SP,"1,65","13,81","6,56","9,60"
3508009,"552,88366","-2638,3503",buri,SP,"5,89","19,24","9,30","24,26"
3508108,"394,88063","-2333,2345",buritama,SP,"2,65","5,79","8,73","10,11"
3508207,"658,98025","-2248,119",buritizal,SP,"0,72","18,43","5,80","19,15"
3508306,"476,08837","-2495,3506",cabralia paulista,SP,"1,38","13,47","9,61","14,27"
3508405,"707,55325","-2594,8135",cabreuva,SP,"0,94","15,25","6,22","18,36"
3508504,"848,44863","-2580,106",cacapava,SP,"1,15","14,44","4,16","15,28"
3508603,"924,98561","-2539,6376",cachoeira paulista,SP,"3,95","18,34","4,18","13,18"
3508702,"764,53087","-2400,9313",caconde,SP,"3,93","31,82","7,79","36,60"
3508801,"460,45966","-2410,65",cafelandia,SP,"2,00","13,13","7,07","15,53"
3508900,"286,76143","-2430,8344",caiabu,SP,"4,00","18,59","12,48","30,71"
3509007,"741,42628","-2604,8721",caieiras,SP,"1,54","2,48","3,93","10,34"
3509106,"208,13337","-2413,2645",caiua,SP,"3,04","61,70","11,71","55,30"
3509205,"728,58009","-2601,4195",cajamar,SP,"0,73","2,01","5,20","25,17"
3509254,"586,9274","-2753,2457",cajati,SP,"4,65","26,97","9,94","36,30"
3509304,"536,99667","-2317,7348",cajobi,SP,"2,77","6,50","7,81","8,35"
3509403,"694,03087","-2368,3336",cajuru,SP,"3,56","11,02","5,97","13,29"
3509452,"567,10086","-2622,7737",campina do monte alegre,SP,"4,17","15,39","8,28","21,57"
3509502,"713,51016","-2548,5358",campinas,SP,"0,85","1,72","3,26","9,35"
3509601,"740,73566","-2587,167",campo limpo paulista,SP,"2,72","0,00","4,22","26,32"
3509700,"869,48185","-2536,3036",campos do jordao,SP,"3,04","0,62","4,42","19,59"
3509809,"410,17354","-2506,9479",campos novos paulista,SP,"2,20","22,27","9,98","23,29"
3509908,"606,71112","-2777,7804",cananeia,SP,"6,98","14,64","7,61","28,04"
3509957,"919,70775","-2542,4201",canas,SP,"5,83","7,18","6,15","17,75"
3510005,"367,34851","-2527,7812",candido mota,SP,"3,84","5,98","6,94","7,58"
3510104,"557,09495","-2370,5513",candido rodrigues,SP,"1,51","19,30","8,62","16,01"
3510153,"431,30383","-2552,8664",canitar,SP,"6,06","5,29","10,35","15,68"
3510203,"580,6753","-2671,4124",capao bonito,SP,"6,18","18,09","9,06","18,81"
3510302,"640,2823","-2610,2347",capela do alto,SP,"4,01","17,17","6,99","38,18"
3510401,"668,52176","-2557,2819",capivari,SP,"1,21","5,50","5,00","13,11"
3510500,"870,55043","-2640,017",caraguatatuba,SP,"2,95","4,13","4,72","13,63"
3510609,"730,48944","-2623,7615",carapicuiba,SP,"3,71","0,00","4,36","12,73"
3510708,"423,85011","-2224,9843",cardoso,SP,"4,52","9,11","9,11","18,07"
3510807,"714,48873","-2427,7281",casa branca,SP,"1,86","18,20","6,62","11,87"
3510906,"711,31128","-2367,6466",cassia dos coqueiros,SP,"3,25","31,85","10,11","35,60"
3511003,"252,80529","-2313,6538",castilho,SP,"1,22","24,53","8,67","28,05"
3511102,"523,09476","-2346,1889",catanduva,SP,"1,10","0,80","4,69","3,05"
3511201,"514,06809","-2338,0033",catigua,SP,"1,97","7,83","9,05","10,22"
3511300,"492,663","-2320,7849",cedral,SP,"1,93","20,89","6,31","20,46"
3511409,"497,60321","-2559,4367",cerqueira cesar,SP,"2,75","10,36","6,67","10,79"
3511508,"638,96527","-2578,9415",cerquilho,SP,"0,02","5,17","3,56","6,56"
3511607,"623,78549","-2581,6165",cesario lange,SP,"1,84","32,48","5,45","33,29"
3511706,"643,14373","-2505,9754",charqueada,SP,"2,77","9,27","7,03","13,78"
3511904,"366,5645","-2390,4198",clementina,SP,"3,72","4,69","9,14","5,19"
3512001,"563,42802","-2304,3968",colina,SP,"1,66","6,61","6,20","8,56"
3512100,"551,35669","-2250,7035",colombia,SP,"0,23","27,73","9,95","25,77"
3512209,"706,15422","-2490,7928",conchal,SP,"3,10","5,51","9,64","8,34"
3512308,"610,3121","-2553,102",conchas,SP,"2,28","18,98","5,63","23,34"
3512407,"677,50158","-2501,7508",cordeiropolis,SP,"0,30","10,18","4,78","10,21"
3512506,"383,32618","-2369,1819",coroados,SP,"0,03","19,01","6,77","19,45"
3512605,"478,80021","-2622,179",coronel macedo,SP,"0,82","22,72","12,67","24,16"
3512704,"658,43109","-2473,867",corumbatai,SP,"1,34","45,97","7,03","42,70"
3512803,"700,06132","-2521,9775",cosmopolis,SP,"1,45","7,13","4,83","7,27"
3512902,"440,81484","-2267,1601",cosmorama,SP,"3,47","31,45","9,08","31,23"
3513009,"717,77516","-2637,0163",cotia,SP,"0,68","0,00","4,47","23,85"
3513108,"648,69956","-2373,5873",cravinhos,SP,"1,56","2,49","6,40","2,92"
3513207,"688,78228","-2267,2795",cristais paulista,SP,"1,85","27,15","8,00","30,67"
3513306,"331,82424","-2519,105",cruzalia,SP,"0,98","33,60","7,63","34,02"
3513405,"924,52935","-2522,7138",cruzeiro,SP,"2,96","2,55","2,86","5,30"
3513504,"772,91917","-2661,1515",cubatao,SP,"0,71","0,00","5,32","37,63"
3513603,"927,68898","-2579,1299",cunha,SP,"19,64","44,36","10,52","48,94"
3513702,"655,59618","-2434,1887",descalvado,SP,"0,76","10,77","5,50","10,14"
3513801,"753,17341","-2641,299",diadema,SP,"1,35","0,00","4,36","3,03"
3513850,"351,81397","-2265,6522",dirce reis,SP,"2,11","24,27","13,90","21,73"
3513900,"755,55265","-2414,0996",divinolandia,SP,"1,73","33,08","7,64","37,68"
3514007,"584,46305","-2390,7823",dobrada,SP,"4,05","2,23","15,11","2,52"
3514106,"582,627","-2488,5886",dois corregos,SP,"2,22","5,31","8,26","6,48"
3514205,"363,03042","-2229,0537",dolcinopolis,SP,"3,59","7,01","12,13","6,45"
3514304,"584,52735","-2457,6745",dourado,SP,"2,19","8,60","7,76","7,40"
3514403,"250,23814","-2386,6895",dracena,SP,"2,73","7,66","5,82","7,80"
3514502,"472,23758","-2484,5508",duartina,SP,"5,39","10,24","6,87","10,82"
3514601,"624,65622","-2362,3396",dumont,SP,"0,20","3,55","7,36","4,16"
3514700,"391,08335","-2488,394",echapora,SP,"3,66","20,35","9,80","21,70"
3514809,"584,3158","-2722,2957",eldorado,SP,"11,82","50,79","11,23","51,93"
3514908,"679,10368","-2567,7494",elias fausto,SP,"1,38","20,39","7,41","21,50"
3514924,"509,67557","-2348,8098",elisiario,SP,"1,15","8,40","9,82","19,80"
3514957,"535,76643","-2326,4904",embauba,SP,"0,18","14,98","8,15","15,86"
3515004,"728,97101","-2634,916",embu,SP,"1,77","0,00","4,95","21,39"
3515103,"729,97451","-2657,6476",embu-guacu,SP,"4,54","2,67","6,07","48,00"
3515129,"261,38639","-2413,9703",emilianopolis,SP,"2,65","17,32","11,55","17,42"
3515152,"702,0813","-2503,7505",engenheiro coelho,SP,"2,15","26,86","8,78","27,17"
3515186,"742,85475","-2472,7825",espirito santo do pinhal,SP,"1,41","11,12","5,71","10,97"
3515194,"469,27314","-2515,255",espirito santo do turvo,SP,"1,84","14,47","8,88","16,48"
3515202,"374,87984","-2245,8644",estrela doeste,SP,"0,08","16,78","8,21","18,52"
3515301,"239,81644","-2489,3776",estrela do norte,SP,"3,61","21,03","9,33","24,53"
3515350,"145,15541","-2491,9876",euclides da cunha paulista,SP,"15,84","36,24","13,78","37,97"
3515400,"457,93367","-2594,864",fartura,SP,"4,73","20,12","6,53","19,40"
3515509,"388,26849","-2246,8296",fernandopolis,SP,"2,09","3,06","6,00","4,96"
3515608,"550,28313","-2366,723",fernando prestes,SP,"1,08","15,11","7,79","14,91"
3515657,"459,04151","-2481,1153",fernao,SP,"5,46","45,62","8,55","44,36"
3515707,"778,20529","-2627,382",ferraz de vasconcelos,SP,"3,98","4,49","4,91","15,09"
3515806,"271,71278","-2402,7509",flora rica,SP,"2,18","19,06","14,41","18,65"
3515905,"400,60524","-2291,2841",floreal,SP,"2,60","18,78","8,78","17,16"
3516002,"293,08855","-2385,5686",florida paulista,SP,"2,60","21,10","9,17","11,53"
3516101,"339,12198","-2535,1643",florinea,SP,"0,27","11,21","9,29","13,05"
3516200,"690,0142","-2287,8329",franca,SP,"1,92","1,76","3,44","2,16"
3516309,"744,18315","-2593,5579",francisco morato,SP,"6,73","0,20","6,94","41,93"
3516408,"742,69833","-2597,9941",franco da rocha,SP,"2,44","7,87","5,85","26,78"
3516507,"355,93709","-2382,3232",gabriel monteiro,SP,"0,69","16,65","8,93","15,64"
3516606,"455,55975","-2475,9949",galia,SP,"5,34","25,47","10,60","23,32"
3516705,"444,30974","-2465,6937",garca,SP,"2,88","9,10","7,34","8,12"
3516804,"395,28039","-2306,0753",gastao vidigal,SP,"4,06","10,42","9,50","13,71"
3516853,"574,04746","-2421,0477",gaviao peixoto,SP,"0,52","19,10","8,83","15,83"
